id,appl_type,appl_no,product_no,patent_no,patent_expire_date,drug_substance_flag,drug_product_flag,patent_use_code,delist_flag
228896,N,211882,001,11679116,2036-06-06,,Y,,
222105,N,204485,005,9981006,2035-01-30,,,U-1857,
229471,N,021546,001,6790837,2023-04-05,,Y,,
233054,N,200603,003,8729085*PED,2026-11-26,,,,
225416,N,211358,003,9192606,2029-09-29,,Y,U-3428,
233510,N,202192,002,8829013*PED,2028-12-12,,,,
220111,N,202057,002,8709475,2030-04-29,,,U-2689,
227547,N,210861,002,9127013,2029-10-21,Y,Y,,
222069,N,208065,001,8946235,2032-08-08,Y,Y,U-3016,
221384,N,210875,005,11419769,2031-12-16,,Y,U-2825,
218252,N,021880,001,7968569,2023-10-07,,,U-1984,
234075,N,208798,004,10124131*PED,2031-11-18,,,,
221997,N,211723,001,10369155,2035-10-16,,,U-2852,
231727,N,208944,001,8889740,2025-11-23,,Y,,
228188,N,209354,001,10251895,2036-06-06,,Y,,
220854,N,208351,001,7125879,2025-04-21,Y,Y,U-257,
218419,N,205122,003,10363224,2033-03-19,,,U-766,
226357,N,209500,003,11052084,2039-08-30,,Y,U-3363,
229191,N,206544,004,10314788,2028-08-12,,Y,,
226859,N,204326,006,8840924,2026-04-09,,Y,,
224768,N,207947,008,10828298,2036-12-01,,Y,U-2991,
230504,N,213586,005,9023897,2033-04-05,,Y,,
231201,N,212489,002,8907099,2027-05-12,Y,,,
229900,N,210833,002,8765167,2024-02-20,,Y,,
225046,N,214860,002,11202767,2036-10-17,,,U-3502,
233645,N,206192,001,10590102*PED,2036-12-30,,,,
216724,N,021778,001,9101540,2024-04-22,,Y,U-755,
217561,N,209819,001,9827241,2031-06-06,,Y,U-2211,
222317,N,202324,001,10570202,2035-02-03,,,U-2844,
232230,N,205858,002,9469643,2033-09-02,Y,,,
233798,N,210563,003,10106548*PED,2033-12-03,,,,
232829,N,022181,001,7727987*PED,2025-05-17,,,,
226446,N,206843,001,8900566,2027-08-08,,,U-1724,
232750,N,021372,001,9066980*PED,2024-07-30,,,,
218221,N,204370,003,7737142,2029-09-17,Y,Y,U-1750,
224871,N,202811,003,8110553,2024-01-28,,,U-1516,
228036,N,210526,001,8337890,2027-03-15,,Y,,
230118,N,208434,001,9365514,2032-03-04,,Y,,
228120,N,019734,003,7612102,2027-12-26,,Y,,
217429,N,208624,001,8466159,2032-09-04,,,U-1637,
233681,N,208694,001,9254286*PED,2033-01-09,,,,
228992,N,022239,001,7901385,2026-07-31,,Y,,
222619,N,021361,001,10703763,2026-02-27,,,U-2848,
224968,N,210875,001,8414922,2031-12-16,,Y,U-2825,
229118,N,212122,001,11331442,2038-05-10,,Y,,
