id,property_type_id,property_type_symbol,struct_id,value,reference_id,reference_type,source
2473,7,MRTD,622,45.16814423,2898,JOURNAL ARTICLE,contrera2004_mapping.tsv
4697,8,Vd,143,0.43,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
1010,4,EoM,1400,0.1,2897,JOURNAL ARTICLE,benet2009_mapping.tsv
7244,6,t_half,2686,12.0,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
1075,9,S,1497,140.0,3562,JOURNAL ARTICLE,benet2009_mapping.tsv
941,9,S,1272,10.0,2897,JOURNAL ARTICLE,benet2009_mapping.tsv
8341,9,S,1783,0.024,3562,JOURNAL ARTICLE,bocci2022_mapping.tsv
134,2,BDDCS,228,1.0,2897,JOURNAL ARTICLE,benet2009_mapping.tsv
7671,8,Vd,4124,0.5,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
8788,2,BDDCS,2167,3.0,3562,JOURNAL ARTICLE,bocci2022_mapping.tsv
8905,2,BDDCS,5227,2.0,3562,JOURNAL ARTICLE,bocci2022_mapping.tsv
6441,8,Vd,1869,0.22,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
5317,6,t_half,777,170.0,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
4739,3,CL,198,2.8,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
3835,1,BA,1097,0.0,2900,JOURNAL ARTICLE,kim2014_mapping.tsv
6362,6,t_half,1805,16.6,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
3021,7,MRTD,2199,0.1426759958,2898,JOURNAL ARTICLE,contrera2004_mapping.tsv
4442,8,Vd,2323,0.59,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
4775,8,Vd,242,4.9,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
8411,9,S,2248,0.215,3562,JOURNAL ARTICLE,bocci2022_mapping.tsv
1330,4,EoM,1832,0.5,2897,JOURNAL ARTICLE,benet2009_mapping.tsv
2732,7,MRTD,1386,2.147399902,2898,JOURNAL ARTICLE,contrera2004_mapping.tsv
1535,9,S,2079,170.0,2897,JOURNAL ARTICLE,benet2009_mapping.tsv
3615,1,BA,356,85.0,2900,JOURNAL ARTICLE,kim2014_mapping.tsv
2504,7,MRTD,708,13.31680012,2898,JOURNAL ARTICLE,contrera2004_mapping.tsv
5886,3,CL,1325,0.13,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
8287,9,S,1313,0.95,3562,JOURNAL ARTICLE,bocci2022_mapping.tsv
5800,8,Vd,1242,0.15,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
222,9,S,371,0.8,2897,JOURNAL ARTICLE,benet2009_mapping.tsv
4845,3,CL,294,36.0,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
3220,7,MRTD,2811,0.1570000052,2898,JOURNAL ARTICLE,contrera2004_mapping.tsv
7170,5,fu,2620,0.61,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
8884,2,BDDCS,5059,1.0,3562,JOURNAL ARTICLE,bocci2022_mapping.tsv
2960,7,MRTD,2013,88.63739777,2898,JOURNAL ARTICLE,contrera2004_mapping.tsv
1437,9,S,1955,21.4,3562,JOURNAL ARTICLE,benet2009_mapping.tsv
3177,7,MRTD,2684,19.25036049,2898,JOURNAL ARTICLE,contrera2004_mapping.tsv
6028,6,t_half,1483,0.3,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
6633,8,Vd,2052,0.2,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
600,4,EoM,799,2.5,2897,JOURNAL ARTICLE,benet2009_mapping.tsv
2262,4,EoM,4706,70.0,2897,JOURNAL ARTICLE,benet2009_mapping.tsv
767,2,BDDCS,1042,1.0,2897,JOURNAL ARTICLE,benet2009_mapping.tsv
5812,8,Vd,1251,3.6,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
2373,7,MRTD,365,24.46179962,2898,JOURNAL ARTICLE,contrera2004_mapping.tsv
453,4,EoM,639,90.0,2897,JOURNAL ARTICLE,benet2009_mapping.tsv
3094,7,MRTD,2405,0.3720962107,2898,JOURNAL ARTICLE,contrera2004_mapping.tsv
2749,7,MRTD,1433,0.1951999962,2898,JOURNAL ARTICLE,contrera2004_mapping.tsv
2046,2,BDDCS,2803,1.0,2897,JOURNAL ARTICLE,benet2009_mapping.tsv
3923,1,BA,1426,1.0,2900,JOURNAL ARTICLE,kim2014_mapping.tsv
3243,7,MRTD,2872,40.38750076,2898,JOURNAL ARTICLE,contrera2004_mapping.tsv
8609,9,S,5286,0.00051,3562,JOURNAL ARTICLE,bocci2022_mapping.tsv
1243,2,BDDCS,1725,3.0,2897,JOURNAL ARTICLE,benet2009_mapping.tsv
758,4,EoM,1030,9.5,2897,JOURNAL ARTICLE,benet2009_mapping.tsv
2874,7,MRTD,1805,23.2770443,2898,JOURNAL ARTICLE,contrera2004_mapping.tsv
1681,4,EoM,2346,18.0,2897,JOURNAL ARTICLE,benet2009_mapping.tsv
7689,3,CL,4147,1.2,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
2093,9,S,2835,18.0,3562,JOURNAL ARTICLE,benet2009_mapping.tsv
7455,5,fu,2873,0.2,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
6943,5,fu,2389,0.1,2901,JOURNAL ARTICLE,lombardo2018_mapping.tsv
8328,9,S,1720,6.92,3562,JOURNAL ARTICLE,bocci2022_mapping.tsv
